Song lyrics	Mood	Offensive
ek dal par tota bole 	0	0
tu bhi tadap-tadap ke pukaare haay dil	0	0
naachege sab milake, jija ho ya saala	0	0
kaho ji tum kya-kya kharidoge	0	0
acha  dharti upar hai swarg niche	0	0
taubaa-tauba phir kya hoga 	0	0
avval aakir har koi anajan hai, zindagi bas raah ki pahchan hai	0	0
dhire dhire jane kya kehti hai jalim jhumke 	0	0
you fool	0	0
kaise november aayega abhi aaya nahi julai	0	0
jai jai shiv shankar kaanta lage na kankar	0	0
bada dhokhe baaz hai	0	0
samaa hai suhaanaa suhaanaa	0	0
haan mera sasura badha paise wala	0	0
are yaaron ka vo yaar hoon yaari mein yeh jaan luta de jo	0	0
tut naa jaye sapne mai darta hu	0	0
nind nahi kyun aati tumko bina nind ki goli 	0	0
in kadmo pe kis ka jiya na jhuk jaye	0	0
sardi me jab pioge yaaro, garam kot ban jayega 	0	0
pyar bina kya jina, ye bhi koi zindagi hai	0	0
chaahe mit jaaye chaahe mar jaaye	0	0
o nirdayi pritam	0	0
kya kehne njakat ke saman hai kayamat ke	0	0
jab tak hai dam chalo chale ham daal ke baahe baaho me 	0	0
hamaari thodi si bevafaai	0	0
too hans padi ya phulajhadi chhuti kahi dhadakan badhi	0	0
hume jeene na degi tumhari yeh nigahen	0	0
chahne walo me dil ke matwalo me 	0	0
sawere waali gaadi se chale jaayege	0	0
kis liye kis liye ho aajaa piyaa	0	0
sagar se gehra jaam, sagar se gehra jaam	0	0
shanti ke raag par	0	0
kubul mera pyar ho to kya bat hai	0	0
aa aa, haal kaisa hai janab ka hay kya khayal hai aap ka	0	0
na pavan kee na chaman kee 	0	0
are yeh din toh aata hai ek din jawani me	0	0
jaan bhi jaaye agar     (2) 	0	0
aankho me chand banke ubharna dekho balam der na karna	0	0
shaam-e-gam ki qasam	0	0
are chhodo bahana na na	0	0
megh malhaar madhur man bhaawan pawan piya premi paawan	0	0
bina pyar ke zindagi kuchh nahi	0	0
naajuk hain jo saans ke jaisi, par jivan bhar jaye na todi	0	0
pas na baithe pal bhar wo	0	0
jyoti kalash chhalke	0	0
dil ne dil ko pukara mulaqat ho gai	0	0
pura kar de, aaj wachan wo gita me jo tune diya	0	0
kuchh yad reh jate hain	0	0
dekho kabhi to, pyaar se 	0	0
tujhe mai bandi bana lungi kaise	0	0
maine teri baah pakad li	0	0
hath me jab hath aaya, ye jamana hil gaya	0	0
lo abb patthar uthao, jamane ke kudaon	0	0
tum ho waha bhi yaha bhi ye kaisi jadugari	0	0
uljhe nain mai bechain, dil bhi beqarar hai	0	0
mai khushnasib hu	0	0
lambi lambi rato me nind nahi jab aaye kabhi kabhi iss firaq se	0	0
mere paas aao chhodo mera nam jao	0	0
nazar kisi se na ulajh jae mai darata hun	0	0
naunihal aate hain arthi ko kinare kar lo	0	0
ab to banake qayaamat leti hun agadaai	0	0
sun jiniya are ja	0	0
tumhi se dil ne sikhaa hai tadapanaa	0	0
phiroon main subaho sham ke teri meri	0	0
tu mungda, ha mungda mai gud ki dali	0	0
teree galiyo me	0	0
guzri hain kai aisi raaten	0	0
itna ruk ruk ke chaloge to qayaamat hogi, qayaamat hogi	0	0
ab aur na tarasaiyo	0	0
sare badan pe chha gayo paapi bichhua	0	0
hum wo parwane hain jo shamma ka dam bharte hain	0	0
vaqt ki har shai gulaam vaqt kaa har shai pe raaj	0	0
jalne wale hum tum se ek do kahne bhi do	0	0
jiska miya bahanga are jiska miya bahanga	0	0
pyaar kar le ghadi do ghadi mitva re mitva	0	0
gake sunaye apna tarana, ye to janam janam se hota hi aaya	0	0
to phir kya hoga, to phir kya hoga 	0	0
dekho ji bina sehra, chamak raha chehra	0	0
chale aaj dono jane kaha	0	0
dekhna meri surat nigahe dekh meri	0	0
har lahar pe jhumake, kyo ye nachane lagi	0	0
manjil hai ek mere sathiya	0	0
bhawra bada nadan hay	0	0
yu hi hotho ko faila ke rah jayenge	0	0
jaise mai koi pyasi badli sawan ko dhundti hu	0	0
ankhe samajhe jiya ka sades, piya ka ghar pyara lage 	0	0
rachaao mere in hatho me mehadi	0	0
dam ki duwa se gam bhi khushi hai	0	0
jaha bhi dekha daam karta wahi kalaam	0	0
usakee dhun me padega dukh jhelana	0	0
ye din hamako sab din se pyaare rahege	0	0
meri aankho mein aansu mere lab pe hai aahe	0	0
ki aur mera koyi nahi	0	0
jaise dhalkata pani pani	0	0
kaisa jadu tona, sari man ki ye maya hai	0	0
dhudhate hai	0	0
pyar sanam hai pyar kuda duniya ko samajhata chal	0	0
abhi palatna hai rukh kitne dariyao ka	0	0
raz khulne ka tum pahele jara anjam soch lo	0	0
kya kahti ho, chhin jaati aazaadi hai	0	0
ye mere saas-sasur hai aur ye mai hu	0	0
tujhe dil dhundh raha hai	0	0
waha kaun hai tera	0	0
pinjare me chalke aap, aa jata hai shikar	0	0
aise me kar lo pyar ho aise me kar lo pyar	0	0
kam hai ab dil ka tadapna mai nashe me hu	0	0
jawani so rahi thi husn ki rangin panaho me	0	0
hum to nahi wo diwana jinko	0	0
dil ki tamanna huyi hain jawan	0	0
na mane bedardi aiyo da aiyo da aiyo aiyo 	0	0
aao apna nazara dekho dil me hamare	0	0
apni bhi surt buri to nahi hai kabhi tu bhi	0	0
oo kangana mujhe nahi banna tera sajna ho	0	0
tere mere naino ke milane se pahale	0	0
hume tumse pyar kitna, ye hum nahi jante	0	0
saavan jo agan lagaaye,  use kaun bujhaaye	0	0
akhiyo me akhiya daal ke javaab do	0	0
ikraar karo ke inkaar karo	0	0
kyu chhup chhup ke pyar kare tu bada chupa hua rustam hai tu	0	0
mahbuba mahbuba bana le o mujhe dulha jala de o mera chulha	0	0
nagad narayan ke hai sab yaaram	0	0
mithi mithi agani me jale mora jiyara	0	0
june talak bhi hai mushkil are ab to intajar	0	0
aise vaise to nahi dene vala	0	0
ham man mauzi shahzade, dukhiyo ke rakhavale	0	0
kya pita ji aur kya mata sasu-sasur or bhrata 	0	0
mujhe dekhkar jo na dekhe kisi ko	0	0
jadugar baalma, ho jadugar baalma, ho jadugar baalma	0	0
ho ji chahata hai mera, ab chal ke rahe hum waha	0	0
achchha hai yh bala hamari jaye duje ganv me	0	0
mai bholi bhali piche pada mawali kuchh or de kahe deti hai gali	0	0
gore-gore gaal gaal pe uljhe uljhe baal 	0	0
kahan se aaya, mein hoon kaun	0	0
kaise ruk jaayenge hum kisi chilman se	0	0
door rahna chahiye thoda sa mulaqat me, haha haha haha	0	0
kurta malmal ka haay kurta malmal ka	0	0
suno ji ye kalakattaa 	0	0
he gujaregi ab jindgi, teri hansi yaad me	0	0
chirage mahfil hum ban ke chirage	0	0
ye intzaar salamat ho ye intzaar salamat ho 	0	0
aaya hu mai tujh ko le jaunga apne sath tera hath tham ke	0	0
dekhe jo mohe tere pyar ki woh rani ho jaye saram se pani rama	0	0
jivan me na jane kya hai kami	0	0
lage taakne kabhi aapne, shisha leke moonh dekha bhi	0	0
nafrat se dekhna pahle andaaz pyar ka hai ye	0	0
aur tu kali	0	0
man se man ka dip jalana mujhe nahi aata hai	0	0
dil ki ye 	0	0
meri ja meri ja pyar kisise ho hi gaya hai, ham kya kare ham kya kare	0	0
aafat ke chal dekhe so lut jaye  	0	0
prem prem kar ke mujhko kar degi ab tu pagal	0	0
tum ho buddhu maan lo you are handsome jaan lo	0	0
ke chaal in ki dekho kabutar kabutar	0	0
aap ki qasam aap ki qasam	0	0
tik-tik tik-tik tik-tik tik-tik	0	0
ye khwab dekhtee hu mai ke jag padee hu khwab se	0	0
dur pariyaan bajaati hai shahanaaiyaan	0	0
milan par janeman apne khuda hairan ho gaya 	0	0
phir bhi dil ki chot chhupa kar	0	0
hum hindustani  hum hindustani	0	0
kah rahi hai har nazar, banda-parvar shukriya	0	0
pyaare maama o maama	0	0
tu hai muddat se dil me samaayi kab kaha maine main hun paraayi	0	0
maujavaa kare kyaa jaane, hamako ishaaraa	0	0
ab chaahe maa ruthe ya baaba yaara maine to ha kar li	0	0
aitbaar aitbaar aitbaar karo intazaar karo  	0	0
tera mera tera mera sath rahega	0	0
sapno ki galiyo me	0	0
mujhe chhu mujhe chhu, mujhe chhu	0	0
milte hi tum ruth gaye ji	0	0
ham ko bhi na jane kaa sulji ja pahuche uski toli me	0	0
hum to yahi jane tujhse badi, ho	0	0
tu ho toh badh jati hain, kimat mausam ki	0	0
aayi baharen le ke khizaan, aayi baharen le ke khizaan	0	0
kya huwa teraa vada, woh kasam woh irada	0	0
agar zindagi ho apne hi bas me	0	0
ham nahi kehte jamana kehta hai, ta ra ra ra	0	0
picnic hai dilwaalon ki	0	0
aba tu hi bata bhagavan, mai bhi kya karun	0	0
chaahe uda lo chaahe chura lo	0	0
kanch ki chudiya, kanch ki chudiya	0	0
dha ma sa tu mera, haa, ma re ma mai teri	0	0
mera tohafa kiya kabul	0	0
ye wahi jaane, jisne likha hai sab ka naseeb 	0	0
barbadi ki taraf aisa moda	0	0
nahi rahati hosh vala bhi	0	0
ohoho tum bhi dil deke ye gaana sikho ji	0	0
mai bhi kya na nachu re pi sang bandhi 	0	0
aur sun	0	0
duniya mein samjha hai kaun	0	0
main maike nahi jaaungi, main maike nahi jaaungi	0	0
agar mai ruk gayi abhi to jaa na paaungi kabhi	0	0
ma itni jaldi kya hai	0	0
ham tere pyar ko aazmayenge, ham banjaro ki bat mat puchho ji	0	0
kahi meri najar na lage chasme badhhu	0	0
balam ji abb to hasso	0	0
naino me sajaya mainne gajara banake	0	0
to khairaat lagai hai batne	0	0
jhuki-jhuki ankhiyaan dekhegi saari sakhiyaan	0	0
to ye subah ye sham rahe naa rahe	0	0
mani manataye aur devi 	0	0
hun yaaro ka mai yaar dushmano 	0	0
pyar pe apane itana bharosa	0	0
april fool banaya	0	0
humse jo uljhe vo hoga divana	0	0
tu ru ru ru, tu ru ru ru, tera mera pyar shuru 	0	0
yeh hai bombay, yeh hai bombay, yeh hai bombay meree jan	0	0
tumhaari kasam dagmagaaye se ham hai	0	0
toh kudarat ke khjane dekhna ho jayenge khaali	0	0
ke pag pag dip jalaye meri dosti mera pyar	0	0
ayi jo ayi, ot	0	0
tum bhi zara nahaalo, do chaar geet gaa lo	0	0
mile mushkil se ye mehman ho bhi jate shayad meharban	0	0
bhayanak andheri si yeh raat me liye apni banduk mai hath me	0	0
apani nahi main tere dil ki kahata hun 	0	0
suno suno are suno suno	0	0
shishe kaa bhee nag jo chadha lu nathaniya me	0	0
sar pe mere too jo apna hath hi rakh de	0	0
tere liye kasme nahi, kasme nahi rasme nahi	0	0
sathi tere sath me aisi saji rat me	0	0
tu jahaan jahaan chalegaa, meraa saayaa, saath hogaa	0	0
around the world in eight dollars	0	0
tu hamri wafa ka aetbar kar le	0	0
aa laut ke aaja mere meet 	0	0
chhote chhote naye paise bade pyare pyare	0	0
kitane sawan bit gaye, baithi hu aas lagaye	0	0
bangale me kothi me ya tuti phuti chal me	0	0
dil darta hai in baato se ye manzil kabhi 	0	0
mai phulo pe sone wali kaate tera bichona	0	0
magar ji nahi sakte tumhare bina	0	0
nakali hai kaun bhaiya	0	0
hamne ganv ke panghat pe hamne ganv ke panghat pe bhai 	0	0
aur mujhe kuchh pata na chala	0	0
ye maya paap ki dheri hai ye maya paap ki dheri hai	0	0
socho zara socho zara jane jigar bitegi kya 	0	0
jyoti yashoda dharti maiyya	0	0
pyaase taaro kee bhee hai baaraat aadhee	0	0
aise divane tum nahi the, yeh tumko kya ho gaya	0	0
kore badan si kori chunariyaa	0	0
chaandani zulm hai aur judaai sitam	0	0
husn waale hi nahi hum	0	0
mere in khayalo me, mere in khayalo me tum bhi dub jaao	0	0
ye duniya to hai aani jani, yahi pyar ki hai kahani	0	0
mai hu jis basti ki hur nagar gulaabi hai mashahur	0	0
koyal boli duniya doli, samajho dil ki boli 	0	0
samne wale hai le gayi bazi are himmat karke aage aao	0	0
paayal meri jab chhanake jab chhanake 	0	0
sansaar chala aur aage badhaa	0	0
de de de de de de kya dede bas ek bacha dede	0	0
mai tere man ki laal pari hu re, man me tere ud jaaungi	0	0
hai kon sa vo insan yaha pe jis ne dukh na jhela	0	0
isise ishq ka shola jawan hota hai	0	0
kasme waade pyaar wafaa sab, baatein hain baato ka kya	0	0
rah me ek reshmi rumal mila hain	0	0
mummy mujhko maaregi, aakhir tumse haaregi	0	0
palkon pe hai rukaa-rukaa 	0	0
shishi bhari gulab ki patthar pe tod du	0	0
mai aau na na mai aau na na na	0	0
ehsaan tera hoga mujh par	0	0
dekh sheher ki nariyan o ho ho ho 	0	0
na tu zameen ke liye	0	0
muthukodi kawadi hada	0	0
tu kisi ke, ha kisi ke bas me nahi	0	0
sun baal brahmachari mai hu kanya kunwari	0	0
bika bina mol ko	0	0
ham donon do premi, ham donon do premi	0	0
chhedo toh ek shola hain, chhulo toh bas shabnam hain	0	0
jurm-e-ulfat pe hame log saza dete hai	0	0
tumahari zulfo se khushabu ki bhikh lene ko 	0	0
mat parades jaa re	0	0
ek aur angadayi baki hai baki hai 	0	0
muskurata hai umido ka chaman aaj ki rat	0	0
ham mil ke hansane-rone lage hai	0	0
ho log tujhe samjh rahe diwana mastana	0	0
meri tarah tu aahen bhare	0	0
hum tum mile to virane me bhi aa jayegi bahar	0	0
are tumne jo dekha hai socha hai samjha hai jaana hai	0	0
bhaage jo karike tu chori re, ai jiya	0	0
pani ki har ik bud deti zindagani	0	0
dil ki beqaraariyaan hai kyaa	0	0
rut hai javan o mere pran	0	0
	dil ki pyaar bujhaa jaa re	0	0
chali balakhaati kahaa ruk jaa o pagali 	0	0
aa mujhe apni sadaao ka sahara de de	0	0
kyon bhai chacha, han bhatije, kyon bhai chacha, han bhatije  	0	0
pine vaale tujhe aajaaegaa pine kaa mazaa	0	0
khatm bas aaj yeh vehshat hogi	0	0
aise ka kya koyi naam le neend churaaye na	0	0
pyar to hoga jaani banegi vahi kahani	0	0
so gae hai sab nagar, so ga_i gali-gali	0	0
chhupke chhupke sab se chhupke, khwab kai de jaye	0	0
aavaz tu de mai bandhu nishana	0	0
jaise jal me gagarya	0	0
sajani pe dil aa gaya ke sajani pe dil aagaya 	0	0
upar bhi jaana ho mushkil, niche bhi aana ho mushkil	0	0
london ki daud divani paris ki sham mastani	0	0
jo maine pi to kyun nasha utar gaya huzoor ka	0	0
the blue of heaven seems to be deeper blue	0	0
bhul koi humse na ho jaaye	0	0
living we are living dancing we are dancing	0	0
aisa to kabhi socha hi nahi, yeh pyar hai itna pyara	0	0
are ham to uske bhakt hai bhakto jisne banaya rup re	0	0
sa sa re re ga ga ma ma	0	0
hire se jade tere nain bade	0	0
aaja tujhako pukare mere git re, mere git re	0	0
tere bina hay, ha, neend nahi aati hai, really 	0	0
aaj ye pahla din hai khushi ka	0	0
nagari-nagari dvaare-dvaare dhundhun re saavariyaa	0	0
chal ri sajani abb kya soche 	0	0
ab na honge majburi ke is ghar mein afsaane	0	0
suhani chandni rate	0	0
machalta sisakta	0	0
haye mod diya	0	0
prem da rog purana purana purana	0	0
tu solah baras ki, main satrah baras ka	0	0
phir na sataunga kabhi pas bula le	0	0
oo teri rab ne bana di jodi	0	0
haye haye haye dil ki halat sharabi-sharabi	0	0
bewafa yeh bhee kya yad nahee	0	0
is mein hi bhalayi teri hai ye wakt ki hera feri hai	0	0
kya bole tera ektara kya bole	0	0
han suno suno, apne kano mein tel dalkar suno	0	0
hamaara hosh le lo hume behosh kar do	0	0
shahro ki galiyo me jab andhera hota hai aadhi rat ke bad	0	0
suniye, kahiye, kahiye	0	0
ye jhuth nahi sach hai sanam, sanam teri kasam	0	0
tere bina ho jina woh din kabhee naa aaye	0	0
tum chhudaao lakh daaman 	0	0
aise mera jvaala sa tan laharaye	0	0
bolo kya bolo na, mor 	0	0
soti raato ko jaagi si	0	0
how i wonder what you are	0	0
kaanchi re kaanchi re, prit meri saanchi	0	0
haye haye haye haye	0	0
mujhe raasta dikhakar mere kaarava ko luta	0	0
pina lekin kam khushi ho ya gam	0	0
aise jaise koi diwana	0	0
dekh vo abr uthaa tu bhi zaraa jaam uthaa	0	0
ooei ooei chori chori batein ho	0	0
mai tum me sama jaau, tum mujh me sama jao	0	0
meri rag rag me koi barq si lehrayi thi	0	0
fir ye na kahna kisi ne puakra nahi	0	0
hamne puchha dusare ki aag me rakha hai kya 	0	0
rote hai vo pankh-pakheru saath tere jo khele	0	0
aankh kisi ki na royi	0	0
o o o, sunaa hai bahaaro kaa aangan	0	0
utar gayi thi sabaki chhup gaye sare dar ke mare	0	0
unhe bhi dikhao unhe bhi bulao 	0	0
aayi hasino ki toliya	0	0
khuda jane aisee suhanee ghadee phir	0	0
abhi nahi ki jane kis din tutegi deewar	0	0
badan, kagan, chadan, jhula, chadan, kagan, badan, jhula, badan	0	0
gokul ki galiyo ki or, chala makhan chor, nadkisor	0	0
ho dil lene vaalo dil dena sikho ji	0	0
ho disco diwane aahan aahan	0	0
goree tera ganv bada pyara main to gaya mara	0	0
kal tak jisane qasame khai, dukh me sath nibhane ki	0	0
dar pe khade hai kalyan kar do, kalyan kar do	0	0
kaise kaise tohfe laye tu kya jane, tu kya jane	0	0
deke tan aur man 	0	0
janki payal mach gayi halchal 	0	0
hoti hai to ho jane de dono ki rushwai 	0	0
main hu wo divana jiske sab dewane hai	0	0
bahut maine charche sune hai magar	0	0
koyi chupke se chamak jaye to phir	0	0
dil ki duniyaa basaayege ham	0	0
sajan re jhooth mat bolo	0	0
raat ko khao piyo, din ko aram karo	0	0
rupaiye ke milo so bhar lo khajana	0	0
chalo chaand sitaaro ko ye geet sunaate hai 	0	0
kar du pagal ho koi gaav ki gori ya koi shehri laila	0	0
ek ne tujhko di hai ye aankhe	0	0
aap aatee hai kyon	0	0
gam ko badha gayi gam ki maut	0	0
kuch na phir chaaha sanam tumako chaahake tum bin	0	0
pallo latake re mhaaro pallo latake	0	0
kise hai fikar inhe kya pasad	0	0
ham jaha hai   us jagaah  (2)  	0	0
ae mere malik mere data mere palanhara	0	0
bahare phir bhi ati hai bahare phir bhi ayegi	0	0
savar jay ham bekararo ki duniyaa	0	0
ab to tumko jhukna hoga mera zamana aaya	0	0
ra: bane chaahe dushman zamaanaa hamaaraa	0	0
dhol pitenge chhore 	0	0
ye bhed bata du geeto me, tasvire kaise banti hain	0	0
teri mahafil me ye dilajale ae hai	0	0
naino se jaadu kiya, jiyra moh liya	0	0
kehta hai joker saara jamana	0	0
kajra bahakega, gajra mahakega 	0	0
ai mere hamsafar chahnevalo par	0	0
luta kahi mara nahi jine ka sahara dekho ji	0	0
rakhta jo kuchh najar hai, samajhega kya asar hai	0	0
mere aakho me wade hai, tere hoto pe kasame hai 	0	0
tumhare shur ke birahaa tap me	0	0
phir koi chot muhabbat ki ubhar aayi hai	0	0
dilo ki yeh halchal bundo ki yeh cham cham	0	0
sapno ke shahar hum banayenge ghar	0	0
samajha hai mere, janaz tan ko	0	0
chhupaaun kaise	0	0
do lafzo ki hai, dil ki kahaani	0	0
garaz parast jahaan mein	0	0
din raat dua maange mera man tere vaaste	0	0
ham premi prem karana jane, ham premi prem karana jane	0	0
udaas dil ko dubone se fayada kyaa hai 	0	0
yaad teri	0	0
kabhi kabhi kuch to kaho piya humse	0	0
apanaa bhi gam hai, unakaa bhi gam hai	0	0
asali nakali chehare dekhe	0	0
   bagiyaan se sudar vo ban hogaa	0	0
ye badal kaisa hota hai	0	0
tum gar saath ho,  mazilo ki kami to nahi	0	0
tu ha kar ya na kar yara ho yara	0	0
kintu kua 	0	0
vo kya hai, ek bagiya hai	0	0
re ghungata mera taine kyun khola	0	0
aankho me rukate nahi jo aansu nikal jate hai	0	0
darate ho kyun, iqaraar se	0	0
wo jab yaad aaye bahut yaad aaye	0	0
mere liye toh ho tum dono, jaise yeh do hath mere	0	0
log kare badnami, kaise ye duniya vale 	0	0
gahano ko shayad jarurat ho meree	0	0
he saaz-e-dil chhedo jaha , me yaar ki gunje sada	0	0
mann ki gali me hai khalbali, ke unko toh bulao	0	0
uske parde main tumhe dil se laga rakha tha 	0	0
do kadam mushqil hai chalna mai nashe me hu	0	0
aur na samjho to raz bhi hai	0	0
dil ki khali deewaro par ik tasveer banaayi hai	0	0
shaukh shaukh woh ada hamko yaad aayegee	0	0
iss duniya me kaun tha aisa jaisa maine socha tha	0	0
tere husn ki, tere husn ki kya taarif karun 	0	0
are aankho-aankho hi me dil pe laharaau	0	0
hai apna dil to aawara	0	0
jaye pee ke des me barase, nit mann pyasa, nit mann tarase	0	0
kab tak kam chalaoge	0	0
manzile ek hui hamsafar ban gaye	0	0
kya kya naksha khicha 	0	0
o hoy har-su tera nasha hai har zarra pi raha hai	0	0
dil lagee naa dil lagee naa kijiye saahab	0	0
mausam ka ehsas na hota, gul gulshan gulzaar na hota	0	0
ham tum kahi ko jaa rahe ho aur rasta bhul jaaye	0	0
are laila, o meri laila are aaja meri baho me aaja	0	0
tum ho kali to gulaab ham hai, ho gulaab ham hai	0	0
mastano mastano dekho na 	0	0
vaadaa kar le jaan-e-jaa	0	0
khatm hogi na teri-meri daastan	0	0
mai hu izzat waali mujhe samajh na aisi vaisi	0	0
alla jisas ram hai mere	0	0
bin khet ka banda ha ji, bin murgi anda ha ji	0	0
ilazaam lagaane pe na jaa	0	0
badla jag ne bhesh	0	0
ho mai jo nahi haari saajan zaraa socho	0	0
o nirdayi pritam, o nirdayi pritam	0	0
kisiki jan jati hai, kisiko sharm ati hai	0	0
sharamaa ke na yun hi kho denaa	0	0
nadiya dhire baho	0	0
yaar hai matlab ke ye denge to kya denge	0	0
kaise hum apne aap ko aazaad karenge, tujhe yad karenge	0	0
hare krishna hare ram 	0	0
kabhee jisakee jyot naa ho fikee, tuje aisa rup singar mile	0	0
chhodo kal ki bate kal ki bat purani	0	0
aise me bhi kyun bechain hai dil	0	0
shul banake tan me chubh jata	0	0
phulo ki narmi hu mai, sholo ki garmi hu mai	0	0
o bevafaa teraa bhi yun hi tut jaae dil	0	0
teri khushabuu lekar phuula khilaa	0	0
khushi ho ya gum baant lenge 	0	0
ho o mai tumko kya kahu, divana	0	0
rat me katal karaye	0	0
haal kaisa hai janab ka kya khayal hai aap ka	0	0
tum mere khayalo me khokar, barbad na karna jivan ko	0	0
doliya khush naseebo ki sajati rahen	0	0
tujhase milane kee aas hain aa jaa, meree duniya uadas hain aa jaa	0	0
tarruf rog ho jae, to usko bhulna behtar	0	0
titli kahe main chali aakash	0	0
jaha pyaar hai har khushi hai wahi	0	0
maaf kar banda bhi ek insan hai	0	0
rut sunaa rahi hai prit ki kahaaniyaan	0	0
hamko duneeya me samjhna naa sanam aaj ke bad	0	0
mujhe dor koi khiche, teri or liye jaye	0	0
hosh udaa jaaye paanv dagamagaye	0	0
jaise karam karega waise 	0	0
phul baharo se nikala chand sitaro se nikala 	0	0
ham to chale jo kaha suna ho maaf kar dena	0	0
kal bapu jag gaye the, meri laaj ki socho	0	0
jo bhi jahan se aya hai, use vahin pahunchayenge 	0	0
saaraa jivan thahare yahaan	0	0
ise dosti naam kyun de diyaa 	0	0
hairat me pad gaya hu ke main tumko kya kahu	0	0
ram pam posh ram pam posh	0	0
pyar hamara sathi hai dol na hans hans kar	0	0
chal sanyasi mandir me mandir me mandir me	0	0
aapke dil me jo thodi si jagah mil jaaye	0	0
rishiyo ko badnam kare 	0	0
mohabbat ki taqadir me hai judaai	0	0
wo har mere gale kaa banega jo pyar me jan par khel jaye	0	0
aaj ki khushiya dekh key mera dil bhi ley angdaai	0	0
bhulega dil jis din tumhe	0	0
duniya hanse ha ha ha hansti rahe	0	0
vahi pe kahi vahi pe kahi ham	0	0
mai hu ganwar mujhe sabse hai pyar	0	0
wapas aaja aa gayi raja aa gayi raja aa gayi	0	0
lagate ho kyun, bezaar se	0	0
rote rote zamane me aaye magar	0	0
ek tu na mila mila mila mila	0	0
mehabub mere	0	0
dil jalegaa to hogi roshni	0	0
ho teri chaal hai naagan jaise 	0	0
bhigegee jab jab rat suhanee	0	0
kyon bhai chacha, han bhatije, kyon bhai chacha, han bhatije	0	0
rup teraa mastana, pyaar mera divaana	0	0
dil ne dil ko pukara mulaqat ho gai 	0	0
peete hai to zinda hai, na peete to mar jaate	0	0
kuchh sust qadam raste kuchh tez qadam raahe	0	0
apani surat pe bigad baithe to phir 	0	0
ham aman chahane vale ham pyar pe marane vale	0	0
sangmarmar ki tarh skhat badan mein tere 	0	0
ai mere yaar ai husn vaale	0	0
o dil tadapa aankho me aasu aa gaye hai 	0	0
tum mard ho tum kurbani do, is dhul ke ful ko apnao	0	0
mujhe pyar nahi karna hai	0	0
sapna hi samjho ke mil ke chale the	0	0
