Song lyrics	Mood	Offensive
satate naa ham to manate hi kaise	0	0
upar wala jan kar anjan hain	0	0
miliye ab is gori se, miliye ab is gori se	0	0
lekin ye kya ke gair ka ahsaan lijiye	0	0
shayad ye raat bite karwat badal badal ke	0	0
aankho me kya ji, rupahala badal	0	0
karke deedaar yaar aaj dil jhum utha 	0	0
wo phool tha aur ke jude ka	0	0
jawani o diwani tu zindabaad	0	0
hosh me rahne de madhosh na bana	0	0
kaise vaqt me hay hay kaise vaqt me, kaise vaqt me hay 	0	0
sharma gayi main, ghabra gayi main	0	0
ubhari bernag lakire, dekho ye tasvire	0	0
mera yaar bada sharmeela mera yaar bada sharmeela 	0	0
kal milo ya paraso, paraso nahi, naraso	0	0
dekhu tujhko jo hi ho jau pagal, pagal	0	0
ho, hamne sajai pyar se apni galiya	0	0
kaam ki baat bata di maine comedy gaana gaa ke	0	0
mere mathe pe teri nishani rahe, nishani rahe	0	0
yeh toh usaka war hi batalayega	0	0
nazar bolati hai, dil bezubaa hai	0	0
tere bin mai kya mere bin tu kya ik duje bin ham akele	0	0
kali ghatao ka kajara laga dun	0	0
moko moko nadekhe jara tikde ye jar atikde ye	0	0
hamrah tera koi apna to hai	0	0
ho, khilauna, janakar tum to, mera dil tod jate ho 	0	0
saans ke sang hi toote	0	0
main jatt yamla pagla deewana main jatt yamla pagla deewana	0	0
aaj se apnaa waadaa rahaa o mitva	0	0
ho prit ki dor	0	0
kare bhalai ham, bure bane har dam	0	0
ganga meri ma ka nam, baap kaa nam himala	0	0
mehnadi lagi mere hath re mehnadi lagi mere hath	0	0
aage chalun to dhadakati hai saari aganaai	0	0
pyaare maama o maama	0	0
tumhe har ghadi chumanaa chaahataa hai	0	0
tere husn ki kya taarif karun kuchh kahate hue bhi darata hun 	0	0
dekho dil na todo aai shaam suhaani	0	0
kya mil ke kya kho gaya	0	0
khudaa ke paas jaanaa hai	0	0
uske sine me bhi dil dhadka ye usne bhi kaha, kya 	0	0
kya kaha phir se to kahna hath lekar hath me, ho ho haha hoho	0	0
vardan ke	0	0
pyar ko thokar mat lagana	0	0
kisne machaya yeh shor kaun hai, kaun hai bhayi, yeh toh parda hai	0	0
kitne ye makkar ye adhe	0	0
gori tujhako to aj nahi ana tha	0	0
haske mohe lut gaye, kuchh kaha toh ruth gaye	0	0
jo guzar gayi, kal ki baat thi	0	0
bato ke badle aankho se lo kam, varna hum ho jayenge re badnam	0	0
mere jiwan ke o re khewaiya	0	0
sing om shanti om, shanti shanti om	0	0
piya dekho, diye jalate hain, achchha 	0	0
i am waiting for you	0	0
jin naino ki tu hai jyoti	0	0
maan ke to dekho kabhi kisikaa kahaa	0	0
jo vaada kiya woh nibhaana padega	0	0
de duae,  de duae tujhe umr bhar ke liye	0	0
koi iska ticket kata do, meri maa mujhe bacha lo	0	0
duniya ko ab do nazar kyo aaye ham	0	0
aa jaye dil me jo wo dil se na jaye	0	0
aang se aa aang mile aa arama khil gaye 	0	0
sun mai bap sun mai bap rahe khush tere lal	0	0
pyar kar le pal bhar ke pyar pe nisar sara jivan	0	0
budhe ka tajurba hota nojawano	0	0
ras barse nil gagan se	0	0
jaati hun do aansu lekar aashaae sab haar ke	0	0
hai na aasmaan ke liye	0	0
mai samajhta hu tum meree takdir ho	0	0
koi to ho aise puchhe baat jo, giru to pakad leve haath jo	0	0
ooei ooei palko ki in chawo me	0	0
tu nazar daal de jis par vohi maikvaar bane	0	0
kali kali chum ke pavan kahe khil ja 	0	0
parda na uthaao	0	0
bhor hone wali hai ab raina hai thodi, trampam	0	0
ye husn ke paravane ko	0	0
usne kaha tu kaun hai, maine kaha ulfat teri 	0	0
nayi dil ki duniya basa na sakuga	0	0
ro ro kar har dukh sehna hain	0	0
aahista aahista chhedo dilon ki kahani	0	0
pyar mohabbat	0	0
ab diye pe ye dukh padane lagaa	0	0
o o	0	0
in do naino ke sagar me, koyi dil ki naiya dubota hai	0	0
gaana aaye ya na aaye gaana chaahiye	0	0
dil me rahe aur hamara dil tod diyaa 	0	0
jhaanjhar jhanke jhana nana jhana nana	0	0
jie koi kaise aa yahi bataa jaa	0	0
dil ko teri hi tamanna, dil ko hai tujhse hi pyaar	0	0
pagale han pagale	0	0
jab bhi koi aahat hoye, manva mora bhaage	0	0
kud ko bhi hamane mitaa daalaa magar	0	0
koun bujhaye koi ye samjhaye re nind na aaye	0	0
sawan me bas rup tihara	0	0
arre tere sadke jaaungi re maike nahi jaaungi	0	0
hilamil ke chalana yun hi sathi	0	0
paas aaja, o sun raja aisa mauka naa jaye nikal, chal	0	0
daulat haram ki na na, hai ye kis kam ki ha ha	0	0
mushkil raahe yaha, ashk aur aahe yaha	0	0
aa aa mil ke daman daman se bandh le 	0	0
are pahali shararat kisane ki isane ki 	0	0
yari meri kahti hai yar pe karde sab kurban	0	0
kee har chij maalik ne hai sundar banaayee	0	0
chale aa rahe hain wo nazre jhukaaye	0	0
barasun unake jivan me	0	0
tadapati hui meri jaan tu nazar aayegi 	0	0
kahi bite na 	0	0
sanson se hun kaise juda apno ko dun mai kaise bhula	0	0
tumane kabhi pyaar kiyaa tha kisi raahi se	0	0
tera husn ye sham rahe naa rahe	0	0
bhul ja bachpan ki rang raliya aaye din shrmane ke	0	0
chal mere bhai tere hath jodta hu	0	0
raat ko khidki khol ke rakhna, haay raam tum aaoge	0	0
kab niklega iska dewaala	0	0
birha ki aag mein jalte dekha 	0	0
bhige kitna bhi ang thandi ho na umang	0	0
thahar jaao suno mehaman hun mai chand rato ka 	0	0
dil ko laga ke dekho pyar me kya khushi hai	0	0
ye sab andaz mil kar do jaha ko lut jayenge	0	0
yuhi shamma banke jala karu	0	0
laa laa la laa aa aa	0	0
chhedo dhun matwaalon ki behki behki chaalon ki sheher se door	0	0
par kajal rachaye na	0	0
yeh din toh aata hai ek din jawani me	0	0
har gam ki koi dwa hain darde dil to chiz kya hain	0	0
bhul kar raah koyi hasin aa na jaye	0	0
saadgi mein chhupa shokhiyon ka sama 	0	0
meree raaho se tujhako kal kee tarah, dukh ke kaante nikaalane honge	0	0
sapt suran tin graam bansi baaji	0	0
kabhi maine hans ke dipak jalae 	0	0
der se aana aur ye kahna vada to nibhaya	0	0
daaye hi nahi baaye bhi, upar hi nahi niche bhi, e bhaai	0	0
ram ki is dharati ko gautam ki bhumi ko	0	0
ke khilne de kali dil ki agar khilti hai dilbar	0	0
jo dil me hai hoto pe lana bhi mushkil	0	0
to parvaane kahaan jaate	0	0
powder wo lagaye na	0	0
chhaliya re, na buze hain, kisi jal se ye jalan	0	0
tum tak jo pahuchati hai is mod se jaati hai	0	0
jab aati hai rut pe javani, tab banati hai prem kahani	0	0
akad kis baat ki pyaare	0	0
aha aha shyahi aha aha	0	0
ehsan mere dil pe tumhara hai dosto	0	0
manzil vahi hai pyar ki rahi badal gaye	0	0
jaan jo mujh par dete rahe hai	0	0
kaiso re paapi bichhua bichhua 	0	0
tum to aaine se bhi aankhe milaya na karo 	0	0
ghar me bhigi billi sare sahar ko ankh dikhaye	0	0
mohabbat pe ehsaan hota tumhaara	0	0
ra: mai dhadakan tu dil hai piyaa	0	0
nahi bhulega meri jan yeh sitara woh sitara	0	0
teri duniya se dur, chale hoke majbur	0	0
luta kahi mara nahi	0	0
bedari ka sama tha	0	0
ye dil aur unki, nigaaho ke saaye	0	0
kuchh aise log bhi hote hain, kuchh aise log bhi hote hain	0	0
palkon bich saja loon tumko ankhon me bithlaun	0	0
aur phir sharam se bal kha ke simatna uska	0	0
dosti hain bhayi toh bahana hain pyar	0	0
dam lene ko jahaa ruko tum	0	0
to hame yad dilana, ho bhul na jana	0	0
isme kushiya hai kam, beshumaar hai gam	0	0
ise bhangda kon nachaye	0	0
dekhe jise akeli use kare athkheli	0	0
kisko apna kahu ab mai jau kaha	0	0
jab bhi udaasi cha jayegi 	0	0
tan tanakar zalim ne apana har tir nishane par mara	0	0
duniya ki sair kar lo, duniya ki sair kar lo	0	0
mujhko bas aavara samjha jis ne mera naam suna	0	0
gaalib ki gajhal jaisi mumtaj mehal jaisi	0	0
ho ho khoya khoya chand khula aasman	0	0
ek chor nikalta hai kaali si sadak pe ye avaz aati hai 	0	0
nahi re nahi main nahi jaungi tere sath tera hath tham ke	0	0
mera tu, mera tu, mera tu, aa	0	0
yu mat dekho aanchal chhodo du mai ram duhai re	0	0
are rafta rafta dekho ankh meri ladi hai	0	0
are aao na akele, kabhi raho na akele kabhi, 	0	0
dil key maron ko dil key malik	0	0
o basanti	0	0
munne ki amma ye to bata, tere bete ke aba ka naam kya hai 	0	0
teri rab ne bana dii jodi	0	0
nahi to mai samajhugi, mujhse kafa ho	0	0
mere dil me rahna chaahe	0	0
lab pe duaye haay re ghazab	0	0
o kehne wale mujhko farebee	0	0
kahege ye jahaan vaale	0	0
sab waqt ki hera feri hai	0	0
ruk ja o jane vali	0	0
mohabbat mein itanaa, naa hum ko sataao	0	0
koi dushman tha ye man mera 	0	0
reshami salwar kurta jaali ka	0	0
ab ham to kya sari dunia, sari dunia se kahti hai	0	0
ho.. bekarar si larajti	0	0
dor se patang jab toot jaati hai to,	0	0
are re re lut liya re jhaanjhar wali ne	0	0
mere dil ka dard samajh kar do aansu to bahayega	0	0
aayi thi wo dhum se chali gayi cham cham cham	0	0
jaise bhale ho sab hai khabar	0	0
sajani pe dil aa gaya ke sajani pe dil aa gaya 	0	0
tujhe suraj mai kahta tha magar usme bhi aag hai	0	0
rahman bhi hai ye to batlao ke inme kahi 	0	0
tum se shuru, tumhi pe kahani khatam kare	0	0
aaya nahi abhi tak udharse koi jawab dekho	0	0
kar le sagai meri jan hay re mai tere kurban 	0	0
teri kaunsi hai manzil, kahi dip jale kahi dil	0	0
te mai purab ka jat baby	0	0
ha yahi to the abhi aap kidhar gaye	0	0
mere dildar ki shaadi hai	0	0
ped jala dhup me log baithe saye me jindgi	0	0
ham tera nam sunake chale ae hai	0	0
la ke tasavir hi tum dikha do hame	0	0
rakh do duniya me apane pyaar ka ik nisha	0	0
asli wale wo hai are jo hai himmat wale	0	0
mere husn ka har andaaz mastaana	0	0
arre o hum pe marne waale teri khair nahin	0	0
wo kaun hai jo aakar khwabo pe chha gaya hai	0	0
pyar ki bela sath sajan ka phir kyo dil ghabaraye	0	0
honi to phir bhi bichhada yaar milaye	0	0
na duniya na duniya ke dastoor hote	0	0
toba re duhayi hoti meri ruswayi hoti	0	0
rone kahoge ro lege	0	0
teri mehnadi lekar dina ugaa, dina ugaa	0	0
oho kaam to bataayiye bataayiye, na na na	0	0
bant le ham kyo na 	0	0
dega aisa mantar maar aakhir hogi teri haar 	0	0
tu jo pukare mujhe ras ki dubi tan me 	0	0
natkhat naina, na maane mera kehna	0	0
ho ho ho jaam me dub gayi yaaro mere jivan ki har shaam	0	0
wo bhi mujhe karna pada ha ha ha a	0	0
gam na karo din judai ke bahut hai kam	0	0
ye bekar bedaam ki chiz hai	0	0
lambu ka jamana hai lambe ka riwaz hai	0	0
aaj main aazaad hu duniya ki chaman me	0	0
udd ke poket me aa jaye hare not ki pari	0	0
dagamaga jayege aise haal me qadam	0	0
ho kab niklega iska diwaala	0	0
kachche pakke bal hain uske mukhda hai suhana, ichak dana 	0	0
leke chali mujhe apne sath	0	0
bhaiya mere, raakhi ke bandhan ko nibhana	0	0
haal ye hain masti ka, saans lagi thamne	0	0
dil ke bate dil hi jane 	0	0
ye apani kata hai, gila kya kare	0	0
yar aisa mil gaya, dil hamara khil gaya	0	0
maine patni pooja pyar me dooba biwi ke to	0	0
pyase gito ki ganga ka tu hi hai kinara	0	0
maine bad kar li, ha maine bad kar li	0	0
l: jhilamil sitaaro kaa aangan hogaa 	0	0
ho jaye usko automatic telephone	0	0
tanha dil na sambhalega, pyar bina ye tadpega	0	0
chhod  kar chal diye mujhako majhadhar me 	0	0
bataungi jawab de, sawal kar	0	0
jab chaand sitaare bhi soye rahe	0	0
du jispe naina dar, hatho se payala satak jaye  	0	0
nid mujhase, nid se mai bhagati chhupati rahi	0	0
ye muhabbat ki dasta suno	0	0
bahut chaahne waale mil jaayenge	0	0
hu hu, hay re hay re hay re	0	0
dil mera ek asa ka panchhi	0	0
udd gayi chunari udne do, kahe ka dar hai bali umar hai	0	0
paas agar tu aajaye sans sans takara jaye	0	0
nagma sa koi jaag utha badan me	0	0
dagmag chalke na gir padu mai gir ja 	0	0
ek ek dohe mein ek ek gyarah ek ek dohe mein ek ek gyarah	0	0
dhundhta hu tujhe har raah me har mehfil me	0	0
chamakte hain jab tak yeh chaand aur taare	0	0
jane kab kaise kaha had se fisal jaye 	0	0
hum unse kya hai kam, nachenge aise hum 	0	0
amaante mai pyar ki gaya tha jisko saunp kar	0	0
tum ko hamari umar lag jaye	0	0
apani kahani chhod  ja, kuchh to nishani chhod  ja	0	0
vo kis tarah bhi mil jaye kismat me jinki milna hai	0	0
tujhe chaand ke bahaane dekhu jind meriye	0	0
rut aaye rut  jaaye deke	0	0
ki mara gaya ki mara gaya brahmachari	0	0
bataye tumhe kya kahan dard hai, yaha hath rakhana yaha dard hai	0	0
mai kaha jaau nahi koi meri manzil	0	0
aji ruth kar ab	0	0
jab aankh khuli woh tut gaya	0	0
sabse bada sach ek jagat me bhed anek jo khole 	0	0
tum khayalo ki ye tasvire banaya na karo 	0	0
paanv rakho aage-pichhe aankhe upar haath thoda niche	0	0
rat adhi bat baki hum bahkte rahe	0	0
ik duje me ho jaae gum	0	0
chhalakaae jaam aaiye aapaki aankho ke naam	0	0
pyar ke liye magar paisa chahiye	0	0
khench le na woh mera parde ka kona daffatan	0	0
ham kahi aur dil kahi hai ho	0	0
ghodeji ki nai ne hazamat jo banai	0	0
kubasurat hai tu rut javaan hai	0	0
hamaare liye hai yahi aashiya, yahi aashiya	0	0
akhiyo ke jharokho se 	0	0
chhuriya chal jaye meri matwali chal pe	0	0
mujhe koi sajdo se rokega kya	0	0
tan bhi sundar man bhi sundar	0	0
tu aaftaab jaam-e-shabaab roshan huye maikhaane	0	0
mujhe pyar karo mujhe pyar karo 	0	0
aaj ki raat murado ki barat aayi hai	0	0
sardi me jab pioge yaaro 	0	0
dil apna aur prit parayi, kisne hai ye rit banayi	0	0
mujhse behatar kahne wale tumse behatar sunne wale	0	0
ho jau na mai diwana kahi ab kya hoga kya hoga	0	0
kahi dur thaa tufaan, diye se thaa balavaan	0	0
aap nind nahi kya aayi nind meri aap ne churayi	0	0
jaiye aap kahan jayege ye nazar laut ke fir aayegi	0	0
mere dildaar ka baankpan haay baankpan 	0	0
pyar sanam pyar khuda, yar kabhi ho na juda	0	0
jab se tujhako dekhaa hai, dekh ke khuda ko maanaa hai	0	0
bin taale ki chabhi le kar phirte maare maare	0	0
ham me tum me dosti ham kyu bane dushman	0	0
are are milake bajao baaja, halva khaao taaja	0	0
kal nahi ana mujhe na bulana ke marega tana zamana	0	0
ha bura ho waqt to 	0	0
dil me rahe aur hamara dil tod diyaa	0	0
jab tak jawani hai, ye rut suhaani hai	0	0
na na na, na na na	0	0
teri aankho ke saaye churaye, rasili yaado ne	0	0
yah na soch tuu bach jayega shor mach jayega	0	0
na dir dir dha ni ta dha re dim dim ta na na	0	0
java dharati ke ajane kinaro ka mai aashiq hun baharo ka	0	0
waqt hai bahut hi kam aur bada kaam hai 	0	0
o puttara thande thande paani se nahaana chaahiye	0	0
purab ho paschim uttar ho dakshin tu har jagah muskuraye	0	0
dharat paag padat nayi paran	0	0
jhume ye sawan suhana, suhanaa	0	0
ho maine to ki thi dillagi, achchha maine bhi ki thi dillagi 	0	0
sath diya hai, in lahro ne	0	0
ek to surat pyaari upar se gusse ki laali	0	0
mujhe ghm bhi unka ajeez hai	0	0
main jatt yamla pagla deewana	0	0
ham gulaam aapake hain lijiye bandagi	0	0
agar tu ladki hoti	0	0
aur kisi ko nahi pahchati chhodo chhodo ye to bahae hai	0	0
janam janam se aankhe bichhaai tere liye in raaho me	0	0
kaisa yeh riwaj hai duniya ki saraye me	0	0
aaj se hoga vah dukh mera dukha hai jo tumhara	0	0
raah me kho jaaenge aaj toh haay	0	0
mujhe tumse muhabbat ho gai hai 	0	0
tum ho baah me dil ki rah me, tum khayal me tum nigah me	0	0
sara jaha ga raha hai banke bahar cha raha hai	0	0
chale the sath milke chalenge sath milkar	0	0
chhoti chhoti khushi chhote chhote wo gham	0	0
chal yar dhakka mar, band hai motar kar	0	0
mulakaat par itne magarur kyon ho	0	0
bolo na bolo mukh se gori chudi tumhari bole	0	0
ho ho main hoon uski lalpari aur wo mera gulfam	0	0
bhul gayee sab kuchh, yad nahee abb kuchh	0	0
aankhen dale aankhon mein, jane mujhse kya woh puchhe 	0	0
suraj ko dharti tarse dharti ko chandrma 	0	0
dharati pe ladi tune ajab dhang ki ladaai	0	0
chori-chori chupke-chupke, tere mere bin is kamre me aur kaun hai	0	0
ban ke kali  ban ke saba  bage vafa me	0	0
komal komal hai inka badan kante si teri chubhan 	0	0
juba khul jaye agar meri to chakana chur kar du	0	0
are jalti shama se milake gale, paravaane jal jaaege	0	0
banke baadal karo barasaat	0	0
yaad aa rahi hai, teri yaad aa rahi hai	0	0
aah aah aaja, aa e e aaja, aah aah aa	0	0
main samjhun jag hai deewana	0	0
pyaar kaa rang hai fizaao me	0	0
dil me to ye hasrat hai tere pas mai aau	0	0
in hatho me taqat tumhari hai	0	0
koi ise bhi, yaad aa rahaa hai	0	0
tum hi tum ho mere jivan me	0	0
dil pe marane vale marenge bhikhari	0	0
oye ghar ke siva jana kaha ghar me hi daftar bana lunga	0	0
chal chameli baag mein chori se jaayenge	0	0
jhumti jamin ko aasman mil gaya	0	0
tum ho vo dilruba, tum ho vo dilruba	0	0
oh isase purani ek kahani, teri meri prit re 	0	0
jaana, o meri jaana are mai hu tere khwabo ka raja	0	0
mera mahabub aaya hai 	0	0
jaane kyaa tune kahi	0	0
chalo acha hua mar kar jaha se chut jayenge	0	0
chal aa aaj tujhko mohabbat sikha de 	0	0
ki tere bin naiyo labadi, o saathi ho, ni baliye	0	0
ni sultaanaa re pyaar kaa mausam aayaa	0	0
jindagi hame tera aitbar na raha, aitbar na raha	0	0
chana zor garam chana zor garam	0	0
jaisa maine socha tha	0	0
jara paas aayo to chain aa jaaye	0	0
iske siwa ab duji koyi chah nahi	0	0
mujhko ye din dikhlaayaa	0	0
gulashan me fulo ke sath khilate hai dil me gulab	0	0
mere haatho ki garami se, pighal jaayegi zajire	0	0
hamaare bade bhaag hui tumse mulaakaat 	0	0
ye dulari shandar hai	0	0
chahte badh ke pashemaan bhi ho jaati hai	0	0
jo in maujo me duba, usne hi duniya payi	0	0
kyun na rotiyo ka ped ham lagale 	0	0
iss dil ko tasalli de dena, ghabaraye kabhi toh mat rona	0	0
haan, dil abhi bharaa nahi nahi nahi nahi nahi	0	0
agar tu ladki hoti, agar tu ladki hoti	0	0
tere bina sawan sune	0	0
chal mudadiye te mud jaaye	0	0
aur roz club me jaate hain, log bhakti bhajan sab bhool gaye	0	0
dhaa titakita tak dum titakita tak	0	0
tumne aate aate 	0	0
teri najro ki pyasi kabhi thi mai teri dasi ab hu mai teri malik sun	0	0
akela chala chala chal fakira	0	0
chandamama dur ke, puye pakaye bur ke	0	0
main shokh kali chanchal titli	0	0
samjho hame ham jan se guzar gaye	0	0
ye fir u hai aise nakhare kon uthaye	0	0
jane kaise ye kab hui gava re	0	0
tere sehre ki hai ye ladiya ki savan ki jhadiya	0	0
roshani hogi itani kise thi khabar	0	0
sala ho ya ho vo sali, yane ki adhi gharwali 	0	0
baaho me daal le	0	0
dekhe mile kab apne naseeb 	0	0
