Song lyrics	Mood	Offensive
pawan ke sang sang dole jiyara	0	0
tum aahe bharo aur shikve karo ye bat hame manjur nahi	0	0
toot gaya jab dil to jeene se kya kaam	0	0
ho use kaun bujhaaye	0	0
man ki baat nayan me aaye mukh se kahi na jaaye	0	0
piyege ha piyege all the people we love	0	0
leke tuta huya dil kidhar jaungi 	0	0
jaisa maine socha tha	0	0
raam me kyun tune raavan ko dekhaa    	0	0
jindgi hai aaj pariksha	0	0
ek yahee bat na bhulee, julie julie loves u	0	0
o manachali kahaan chali, o manachali kahaan chali	0	0
taref ke kabil hai tu, ek hasin katil hai tu	0	0
koi aansu roke kaise jab beti doli mein baithe	0	0
dev puje pir sahi devaki ne	0	0
main arab ki huur	0	0
kaise jata hai dam ko dekh le	0	0
mai aau na mai aau aa ja	0	0
abodana dhudhate hai ek ashiyana dhudhate hai	0	0
agrezi me kahate hai ke i love you	0	0
shamma ke paravano ko is ghar ke mehamano ko	0	0
ye ghadi na jaye beet	0	0
gesu khule to shaam ke dil se dhuan uthe	0	0
aaja aaja shadi ka irada hai, kya, kya	0	0
o aaj mohabbat kismat se takara gayi hai 	0	0
aur zara si de de saaki aur zara si	0	0
narmi se toh kaudi bhi yah sansar naa dega	0	0
hamase silasilaa chale	0	0
ghir ke aayengee	0	0
is jivan pe sabako haq hai apana hai ye nara	0	0
tujhe dil dhundh raha hai	0	0
mitegi naa lekin mohabbat hamari	0	0
dharm chhod akar, dhyan chhod akar pap nahi apanayenge	0	0
ke jaise farishta koi so raha hai	0	0
hoy oy oy oy oy	0	0
jhuk gaye chanchal naina ek jhalaki dikhalake	0	0
jab hum jawan honge	0	0
chhod  maza hath mala pine de	0	0
madhuban khushbu deta hai	0	0
dil aisa kisi ne mera toda	0	0
javaani tere kis kaam ki 	0	0
aankh jisaki hai billi naam usakaa hai lilli	0	0
hota hai karab gussa, na na na, na na na, na na na   	0	0
soyi hai rajkumari dekh rahi mithe sapne	0	0
nazar tujh bin machalti hai, mohabbat hath malti hai	0	0
saaz-e-dil ko unhi geeto ka sahara de de	0	0
bhul se mai ek baar teri gali aa gayi	0	0
abb naa tute yeh pyaar ke rishte, abb yeh rishte sanbhaalane honge	0	0
nam hamara hota gablu bablu	0	0
mere pyaar ki jaane kahaan hogi manzil	0	0
madhuban khushbu deta hai, sagar sawan deta hai	0	0
sitaaro ki ujali kataare hanse	0	0
ho ude jab jab julfen teree	0	0
chal baith ja, baith gayi, khadi ho ja khadi	0	0
teri yaad satati hai, nid nahi aati hai, raato me 	0	0
hai paanv tere	0	0
waise main bhi tere dil ke paas hu	0	0
phoolo ki doli me hogi tu rukhsat	0	0
jo kuchh bhi daramiyaan hai, ud jaayega dhuwan hai	0	0
ho gai haar ho gai haar maan bhi lo sarkaar	0	0
to phir kya hoga, to phir kya hoga	0	0
rakhta hu maal achchha, hai koyi najar vala	0	0
jate huye kadamo se aate huye kadamo se	0	0
ha vah meri biwi hai aur ye mai hun	0	0
dubli patli sawal gori pichha chhod  ke kaha ho gori 	0	0
ham us desh ke vasi hai jis desh me ganga bahti hai	0	0
cheti-cheti aaja channa le ke barat	0	0
rama ho rama rama ho rama rama ho rama rama ho rama	0	0
chal baith ja, baith gayi, chal khadi ho ja	0	0
wafa dusman ne umid ka naata joda umid ka	0	0
o pakada gaya, o pakada gaya	0	0
ye din kyo nikalata hai, ye raat kyo hoti hai 	0	0
jab chhaye mera jadu, koi bachh na paye hai ha	0	0
ankhiyo se baat kar baiya na tham are lag ja tu aaj mere sine se	0	0
sharifo ka zamane me aji bas hal vo dekha	0	0
hasino se ahad-e-vafaa chaahate ho	0	0
mai kuchh bhi hu, mai kuchh bhi hu	0	0
ye zamin chup hai, aasmaan chup hai	0	0
aaj tu prem kaa sadesh barsaa re	0	0
ramata jogi behta paani vaqt ki raam-kahaani hai	0	0
saat saheliya khadi-khadi fariyad sunaye ghadi-ghadi	0	0
sawan ki bundo me chanchal ishare hai	0	0
jine ka sahara dekho ji chor lutere daku 	0	0
umar bhi nahi meri	0	0
maari aankh maari aankh gaya bhaag	0	0
phenka daanv phenka daanv bola daanv	0	0
taane hazaar sahte hai	0	0
dekha kona kona, sab the sans khiche 	0	0
kajra mohabbat vala ankhiyo me aisa dala	0	0
na raho aise tan-tan ke 	0	0
suno duniya ki khabar	0	0
kaise nadan hai, sholo ko hava dete hai 	0	0
o mere mitava, mere mit re	0	0
o haay-haay re mar gai koi utaaro bichhua	0	0
lakho hai iske jaise lakho me ek tu rani	0	0
hamane duniya me a kar vo rup dhara zinda hui 	0	0
mar ke amar hai sahagal usaka	0	0
mere dil kee yeh duwa hai, kabhee dur too naa jaaye	0	0
bahon mein bahein dale	0	0
koi dushman thes lagaaye, to meet jiyaa behlaaye	0	0
tujh bin koi nahi hai mohan bharat ka rakhawala re	0	0
hum ko jagaa ke ye so jaati hai	0	0
   naino ko teraa hi darshan hogaa	0	0
ye sabhi ittafaaq hai, ye sabhi ittafaaq hai	0	0
chhup gaye sare nazare oye kya bat ho gai 	0	0
hai isi me pyar kee aabru	0	0
kah nahi sakte, kiska armaan hai	0	0
iss rog ka nahi hai ilaaj duniya me aur koi	0	0
dil hamara bhi dekho machalne laga	0	0
bach na saka koi aaye kitne, lambe hai mere hath itne	0	0
haay dil ko churaakar le gaya	0	0
jo koi karega inhe puri	0	0
din rat tadpate hai bhware tab ek kali khilti hai	0	0
mubaarak gair ko khushiyaan mujhe	0	0
ab to nigahein mila lo sanam	0	0
l: teri aankho se saaraa sasaar mai dekhungi	0	0
moraa goraa ang la_i le	0	0
ye chhup chhhup humse chale ho kaha sainya	0	0
mai bhi hun galiyo ki parachhai kabhi yahan kabhi vahan	0	0
hahahahaha oho hoho ho	0	0
mujhe teri bahut zarurat hai	0	0
ghadi aai usake bhi imtehaan ki	0	0
kaisa hoga desh piya ka jagi hai chinta man me	0	0
more jau mar jau	0	0
aavaaz me pad gai daraare 	0	0
bade achchhe lagate hai ye dharati ye nadiyaa ye rainaa	0	0
mere mehboob	0	0
prit ki dor jab bandhi prit ki dor	0	0
jindagi tujh bin ras na aaye, ras aaye na	0	0
is jahan ki, rit nirali 	0	0
kahaani koi pyaar ki to jod jaayege	0	0
vahi pe mele, laga jaye tu dekhe jaha palat ke	0	0
aati hai ek hi awaz  jab mohabbat ki baat	0	0
kahete hain pyar jise, dariya hai aag ka	0	0
sima pe sipahi baitha hai zara bol dhima dhima	0	0
naye nam nit roop dhar main aayi chali gayi	0	0
nadan hai jaha, samajhega kaha, ham naujavan ke ishare 	0	0
raat ki rut me bandh jaae din	0	0
dadi-amma dadi-amma man jao	0	0
naa pocket me maal hai baabu	0	0
haay dil lekar mujhako naa bahalaanaa	0	0
﻿help me please to find the locker find the locker	0	0
daal-roti khao prabhu ke gun gao	0	0
aaj ki taza khabar, aao kaka ji idhar	0	0
ye ishare, ye adaye may ki botal jaisi baahe	0	0
dushman ke chakke chuda de jo	0	0
bolo bolo prit nahi, rit nahi, dori	0	0
are oh sanam hum dono sath  rahe janam janam	0	0
mera kala daftar se sida ghar aaye	0	0
phir bhi sachchai ke	0	0
ye dil tujhe de jaayenge	0	0
jo babu hai wo behra hai jo afsar hai wo behra hai	0	0
pyaare pyaare ye nazaare nikhare hai har kahi	0	0
usi ke hi sine me bhokata kataar hai	0	0
zindagi bhar ke liye	0	0
lo aaya pyaar ka mausam gul-o-gulzaar ka mausam	0	0
ghunghata utarte	0	0
me ye maangu    (2)	0	0
suni-suni raahe, sahami-sahami baahe	0	0
aaj mohabbat kismat se takara gayi hai 	0	0
aha ha ha aha ha ha ha	0	0
lag jaaye aag pyaar ki	0	0
sar patak-patak, pag jhatak-jhatak	0	0
kal kaa darna kal kee chinta, do tan hai mann ek humare	0	0
kya ho jab tadap ke dil dil ko pukare	0	0
banakar nath kagan karadhaniya ghungharu jhumake jhumar sajani	0	0
jhalke badan ki lali lali	0	0
mala nako re nako re nako re 	0	0
kaisi pyari lagti hai, abla naari lagti hai	0	0
apani jafaye o bewafa roye tu hansi ko tarse	0	0
aa jaa ke adhuraa hai apnaa milan	0	0
jisane dastur banaya	0	0
chhodo aachl meri yoba, mujko wapis gar jane do	0	0
karunga sari umar nokari mahun mahun mahun	0	0
dukh de ke jo dukhiyo se na insaaf karegaa	0	0
reshmi dupatta phenka peeng ke hulare mein	0	0
aadhee rehne do mann kee abhilaasha	0	0
manane ki aadat kahan pad gayi	0	0
jo apanon ko thukaraye, aur gairon se pyar kare 	0	0
maine khwabo me barso tarasha jise	0	0
sham tak tha ek bhavra phul par mandla raha	0	0
pran de ve vohi aur vohi pran le,	0	0
aao na pyar kare hum aur tum nach kare	0	0
duniya chhute, par na tute ye kaisa bandhan hai	0	0
apane raaja ki baahon mein so jaayegi	0	0
parda hai parda, parda hai parda	0	0
wo sikandar kyaa thaa jisane julm se jeetaa jahaan	0	0
naye jindagi ke tarane banenge	0	0
khila gulab kee tarha meraa badan	0	0
ai mere dilbar idhar najar kar na ja bichhad kar	0	0
shan se, shan se	0	0
sabr kaise karu kyu kisi se daru	0	0
dil ye chahe aaj to baadal ban ud jau main	0	0
koi patthar se naa mare mere divane ko	0	0
taj pehne baraf kaa yeh jagmagatee chotiya	0	0
vaqt se bhare agar, mil gaye kahi	0	0
chacha toh tere pehle se hi gol hai dabba 	0	0
mere saamane hi koi begaana	0	0
galiyo me chaubaro me baago me bahaaro me ho	0	0
aa ek do kahne bhi do teen char ho gaya pyar	0	0
trishnaa bujhii kahaan	0	0
are bistar pe litado gade ka kya kam hai	0	0
kya bataye tumhe hum shamma ki kismat kya hai	0	0
ghir ke aayengee ghatayein barse sawan kee	0	0
daya re daya iski chaal to dekho 	0	0
samjhne valo samjh lo isme bhi ek raz hai 	0	0
tim tim tim 	0	0
mai to divana divana divana 	0	0
isilie to kaha hai ki, us badanam ka 	0	0
aise bure, ham bhi nahi	0	0
mera dil o jaan-e-jaa chura ke chali kaha 	0	0
luta chain karar	0	0
mai chhod  du ye jivan bhi tere liye	0	0
bin tere tere bin sajana sans me sans aaye na	0	0
tumhari yade mera sahara udas jivan ke har safar me  	0	0
baatein hain baato ka kya	0	0
budhaapaa dekh kar royaa	0	0
aanchal me kya ji, ajab si halachal	0	0
saiyaan aaye nain jhukaaye ghar me chori chori	0	0
hamse pyaar hamse pyaar hamse pyaar karo  	0	0
kapde ki kisi ko silaai maar gayi 	0	0
nit ghan barase, nit mann pyasa	0	0
ek dil ki lagi ek dil se bujhi ab gum kya hai gum kya hai	0	0
chalaa jaaye sapno se aage kahaan	0	0
holiday holiday holiday holiday	0	0
isee khushee ko dhundh rahe the, yahee aaj tak nahee milee	0	0
chand jaise mukhade pe bindiya sitara	0	0
chaudahavi ka chaand ho	0	0
sunake teri nazar dabadaba jaegi	0	0
ye suraj chand or tare chale mere isharo par	0	0
bholi janta bole ishwar 	0	0
ke rup ka nazaara le gaya 	0	0
mera kajara ki mach gayi dhum re	0	0
hamen kaash tumse mohabbat na hoti	0	0
ho rama, ho rama, ho rama	0	0
bada purana ek marathi, naya naya haryani	0	0
is me merii kataa kuch nahii hai	0	0
rang laa rahi hai pyaar ki jawaniyan	0	0
dil thaam ke aise baithe hain	0	0
naa mai sadhu sanyasi naa jogi na vanavasi	0	0
ye kis or le jaye padh na pau lekh lekha vidhi ka	0	0
salli ji salli ji jab mai pyaar sikhalaaun 	0	0
raam ki lila rang laayi ahahaha	0	0
disco eighty two disco eighty two disco eighty two 	0	0
ladki ke aramano ko mota seth tarazu me tole 	0	0
na kisi ki dil ki hu aarju	0	0
lagta nahi hai dil yaha, lagta nahi hai dil yaha	0	0
sapno se mujhe, na yun bahlaa	0	0
fasal-e-bahar hai mere liye	0	0
dafali vale dafali vale	0	0
o janewale ho sake toh laut ke aana	0	0
kal sapne me phir aayi thi, ham dono the tanhaayi thi	0	0
kahe to koi luta, hain ghar kiska 	0	0
jalate hai jisake liye	0	0
sachha hai pyaar ke jhuta, yeh hai mujhe aajmana ho 	0	0
ka dushman de dana-dan	0	0
main pahne phirta hu jo, wo janjire kaise banti hain	0	0
wo din jindagee kaa aakharee din hoga	0	0
phulo ne jawab tera dhundha	0	0
jaisa jo karega yahan vaisa hi bharega	0	0
duniya ki imarat ka kacha ik sutun hai	0	0
katil tumhe pukaru ke jaan-e-wafa kahu	0	0
ho dhar ke gagariya haay re haay re	0	0
ke mithe se nashtar chubhone lagi hai	0	0
yaad karegee duniya teraa meraa afsaana	0	0
hai naa bolo bolo, hai naa bolo bolo	0	0
door bhi jaaye na paas bhi aaye na paas bhi aaye na 	0	0
jaha raam abhi tak hain nar me, nari me abhi tak sita hai	0	0
sukun dil ko mila aa ke teri baaho me	0	0
parem ke dukh me parem ke dukh me 	0	0
ye vadiya ye fizaye bula rahi hai tumhe	0	0
zarurat kya tumhe talvar ki tiro ki khazar ki 	0	0
kyun hota hai aise kyun hota hai aise 	0	0
majburi ke aankh me aasu 	0	0
taki ho taki taki taki re, jabse mai aankho me jhanki	0	0
bato me inaki na aana 	0	0
dharti hu mai aur tu hai gagan, hoga kaha tera mera milan	0	0
tu mera sath na de rah-ye-mohabbat mein sanam	0	0
kaha maan mere payar mere dildaar	0	0
mai teri is murat ko aise pujti hu jaise mai koi 	0	0
rang me pighale sona, ang se yu ras chhalake	0	0
ham shamaa jalaana bhool gaye	0	0
aankho me lahrayi jati hai jati hai	0	0
jaise seth mara hai waise sare mare jayenge 	0	0
laut rahi hai meri sadaye diwaron se sar takara ke 	0	0
tut dalee se phul tut dalee se phul	0	0
do naina seedhe saade hain	0	0
judkar kahin dil jod dein toote to dil tod jaate hain ye	0	0
jisne jo faramaaya jo maanga mai laaya	0	0
raat bhar mua sone na de ta ta thaiyaa karave ghadi-ghadi	0	0
ab tak to jo bhi dost mile bevafaa mile	0	0
har jaan ki kimat janate hai 	0	0
teri ulafat se nahi aaj bhi inkar muze	0	0
apne dil ki bato se, aap ka dil bahlata hu	0	0
maein jhoomta paimana	0	0
mujhe roke na koi, mai chali mai chali	0	0
fir bhi tu ruthha re, piya, wah re pyar wah re wah	0	0
ek maasum kali se mere gulzar ki shaadi hai	0	0
mai is haath ko thaamanaa chaahataa hu, vafaa	0	0
hoti hai kya bolo pyaar ki nishaani 	0	0
ki bole re 	0	0
meree jindagee me palat ke na aaye	0	0
tumhi ho bandhu sakha tumhi ho	0	0
vo saaz na do, aavaaz na do	0	0
kaun hame phir rokega	0	0
boli muskati maiya lalan ko bataya	0	0
ghane jangalo se guzarata hua kahi ja raha tha	0	0
sath kaajal ke jo bah nikle to phir	0	0
yadi phir bhi na mile tujhe aaram	0	0
ye masti ke dhaare ubalte hue	0	0
isiliye duniya ne shehjada mana	0	0
tohe raahu laage bairi	0	0
mai aur tu mehbuba ae mehbuba mehbuba ae mehbuba 	0	0
vaah vaah vaah vaah vaah vaah vaah vaah vaah vaah vaah	0	0
suno meri ek bat manoge manoge na tumhe andhere me 	0	0
jite ji chhod ungi saiyya na dagariya tori	0	0
are ga rahe hai sang tere sajna	0	0
mai ek raaja hu, tu ek rani hai	0	0
kahi jokar kahi sattaa hai	0	0
kitne jalwe fijao me bikhare magar	0	0
ab diye kaa bhi dil lagaa kaanpane	0	0
jis naam se jo chahe jo chahe mujhe bulaaye	0	0
chhedne wale tumko aur bhi hai	0	0
ganga meri ma kaa nam, baap ka nam himala	0	0
lut gayi khuda ki bas khudayi	0	0
tod de, tod de, parade ka chalan aaj ki rat	0	0
bachna hai mushkil piya jaadugar se 	0	0
apna to bana kar dekho 	0	0
han kar lege waha koi, naya karobar shuru	0	0
yun to hamane laakh hasi dekhe hai	0	0
kya jano hum is bheja me 	0	0
jagi aasha ui jagi aasha le ja pyar jara	0	0
mujhe gher lete, hai baaho ke saaye	0	0
behki behki chaalon ki sheher se door	0	0
ham kya kare, aur koi kya kare	0	0
mathe pe lat hai latki latki si patali kamar bhi hai	0	0
jiska miya kala vo kale ke gun gaye	0	0
mohabbat ki jhuthi kahani pe roye kahani pe roye	0	0
yu na ab sharmaiye, yu na ab tarsaiye	0	0
dil ke shole bhala kaise ho kam	0	0
mai nit nit, mai nit nit shish jhukaata hoo	0	0
aaja piya tohe pyar dun gori baiyaa tope vyar dun	0	0
lekin iss dil pe, arre kabu kis ka	0	0
gaali huzur ki to lagati duaao jaisi	0	0
pighal jaaye jo mujhe dekhe	0	0
mehandiyan sabke haatho mein rachati rahe	0	0
tera daman, tera daman, tera daman, daman, daman	0	0
sapne sach kar ke dikhla de	0	0
aati hai jo dekh ke, ham us dagar pe hai kabse khade 	0	0
aaja teri service kare o phir kismat ki thaili bhare	0	0
jijaji jijaji hone vali jijaji	0	0
sara din tadapti hu sari raat jagti hu	0	0
laakh gahraa ho saagar to kyaa	0	0
rahe na rahe ham mahka karenge	0	0
zara samne to aao chhaliye chhup chhup chhalne me kya raz hai 	0	0
phir oo sathiya, payal pehan teri hi dhun gaungi	0	0
bol sakata hu zubaan, band magar rakhta hu	0	0
rahe tujhse hamesha pare pare tu chhod de daulat ka chakkar	0	0
mausam koi ho is chaman me	0	0
tumko dayaalu apnaa samajhke maine aaj pukaaraa	0	0
dekha hi nahi tujhko, surat bhi na pahachani	0	0
yaaro hai wo kismat wala, prem rog jise lag jata hai	0	0
nadiyo kaa chamakata hai darpan	0	0
na hai dil ki ye chhoti na hai pyar ki ye khoti 	0	0
hamhi badh gaye ishq mein hadd se aage	0	0
aadi-tirachhi chala-chala ke jhum	0	0
tujh bin kaliyan chunane ko	0	0
patjhad jo baag ujaade, vo baag bahaar khilaaye	0	0
jo baat hum mein tum me thi wo baat aam ban gayi	0	0
la :	naa mile sasaar 	0	0
happy birthday to you	0	0
r: jhilamil sitaaro kaa aangan hogaa	0	0
chain milataa hai to saaqi tere maikhaane me	0	0
sheetal pavan ye lagaye agan	0	0
mil gaya ek sahaara, ha ha ha ha	0	0
le gayi dil kudiya japaan ki	0	0
koi nahi mai koi nahi mai koi nahi mai tere sajan ki	0	0
wo mukaddar kaa sikandar, jaana-ye-man kahalaayegaa	0	0
pyasi badali sawan ki 	0	0
din ka woh suraj hoga, raato ka chaand sitaara	0	0
zu zu 	0	0
barbaadi ke afasaane kahaan jaate	0	0
shekh saahab ki nasihat se bagaavat kar le	0	0
ye gori nadiyo kaa chalanaa uchhalakar 	0	0
koi nahi mai, koi nahi mai, koi nahi mai tere sajan ki 	0	0
baat kare to ras barsaye	0	0
...o	0	0
to ham ye saare jahan se kah de, huzurevaala	0	0
mora ghunghta najariyo se tod gayo re	0	0
aaja karib aake mulakate bite rate	0	0
hokar rahega jindagi me pyar ek bar	0	0
chhal or kapat ke hatho apna bech raha iman 	0	0
yah yahaan hai, tu kahaan hai	0	0
badi chot khai javani pe roye javani pe roye 	0	0
banai de thandi nahar ke kinare	0	0
tadapyegi hame	0	0
badi mastani hai meri mahabuba	0	0
o manachali kahaan chali, o manachali kahaan chali 	0	0
ye payam salam rahe naa rahe	0	0
haay haay	0	0
aaj mere yaar ki shaadi hai	0	0
lage tose naina, to naina na lage	0	0
mere tan-badan me mohabbat jaga di	0	0
ajab adaa se koi aaj pahli baar mila	0	0
lena hoga janam humein kayi kayi baar	0	0
ye khushi ki sham, sham-e-inteqam ban gayi	0	0
ke mere dil pe padaa thaa koi gam kaa saayaa 	0	0
phul pankhudiyo par muskaye	0	0
tu mungda, mungda mai gud ki dali	0	0
ha mera sang sang chalna	0	0
chal kahi dur nikal jaye, achchha hai sambhal jaye	0	0
dulhan jaise ho koi choro ki barat me	0	0
kal ki hasin mulaqaat ke liye aaj rat ke liye	0	0
jo raat aai to sitaare ban gae	0	0
koyal boli duniya doli, koyal boli duniya doli	0	0
hame is tarah na thukra zalim aashiq hai ham tere naam ke	0	0
abhee to meree zindagee hai pareshaan	0	0
aap yaha aaye kisliye	0	0
koyi kahe preet hai ye koyi kahe pyaar hai	0	0
mohabbat hai kya chiz 	0	0
aye gulbadan, aye gulbadan	0	0
ye dil valo ki basti hai ye basate-basate basati hai	0	0
kal bahon ka har mila tha, aaj ashako ka har pukare  	0	0
ragin javaani ki ghadiyaan	0	0
rah me chhod akar, mera dil todakar	0	0
mai ghar se nikala sab mera nam pukare	0	0
tumhari sunega garibo ki suno wo	0	0
na jane un dono ka anjaam kya hoga	0	0
o mere sona re sona re sona re	0	0
toh aao paas baithe pal do pal	0	0
gadi ko dekh, kaisi hai nek, achchhaa bura na dekhe	0	0
ari sun rup wati nam santjati kisi 	0	0
tab se aise ibaadat mai karne laga	0	0
aa dil kya mehfil hai tere 	0	0
kisko khabar pahle mile the hum dono kaha	0	0
aa aa aa aa aa aa  	0	0
aise jaise koi	0	0
thi kabhi chaand tak apni udaan, apni udaan	0	0
yu naa dekho jag jaaye pyaar kee angdayee	0	0
pyar mujhe tu sacha de de	0	0
are khaddar ki chhaaya me bhaarat jaaga hai	0	0
pada huwa tha ek saaya bade aaraam se	0	0
nam iska chamal jaise ganne ki fasal	0	0
o tum bhi jale ham bhi jale, khil to gayi dil ki kali	0	0
chhalki padti hai dekho haseenon ki hansi	0	0
o asali hai kaun bhaiya, nakali hai kaun bhaiya	0	0
kitni hasin hai rat dulhan bani hai rat	0	0
isharo ko ager samjho to raz ko raz ko rahne do	0	0
kisane dekhaa kal, are kisane dekhaa kal, pal pal 	0	0
ke kam se kam aaj to khulke milo jara humse	0	0
sawan ane ka kuchh matalab hoga	0	0
panghat se yu chali aa rahi thi wo	0	0
ye meri jakhmi jawani 	0	0
likhe jo khat tujhe vo teri yaad me	0	0
badara ho badara chhaye ki jhume parvat hay	0	0
ye manjile hai kaun see naa wo samajh sake naa ham	0	0
tum jo kah do to aaj ki raat, chand dubega nahi 	0	0
bechaini ki is dhimi dhimi is aanch me	0	0
madhur milan gavat aaj, guiya	0	0
jivan taal mai bhatak raha re tera hansa 	0	0
mera nam rita christina ai ai ai ai ya	0	0
bhagavaan bhi usako na kabhi maaf karegaa	0	0
mujhe dil lagaane ki kyaa tune sazaa di	0	0
aa mil jaen aise sagar nadiya jaise	0	0
pyar kahte hai jise vo khushi aj bhi hai	0	0
uthate hai dekho naye raaste	0	0
dil se jaaoge are o dilwalo	0	0
zulfon me chaiyya, mukhde pe dhoop hai 	0	0
jon jani jnardan tara-ram-pam-pam-pam-pam 	0	0
mai tere dar pe aaya hu	0	0
nahi re nahi mai nahi jaungi tere sath tera hath tham ke	0	0
yeh toh ik bahaana hai, waapas ghar bhi jaana hai	0	0
tuta tara tha ye man mera	0	0
karu pyar ko namaskaram 	0	0
gunj uthi chham-chham chham, meri payal ki jhakar	0	0
mera juta hai jaapaani, ye patalun ingalistaani	0	0
kaam ki baat bata di are comedy gaana gaa ke	0	0
kaise bat matalab ki samajhaun divano ko	0	0
zulfon ke ghoonghat mein mukhda chhupati na	0	0
khol ke ghunghat sanam ab, chandni barsaiye	0	0
dukh mera dulha hain, biraha hain doli	0	0
sab dur andhera, musaafir jaayega kaha 	0	0
kheto pe chhayi jawaniya	0	0
pal do pal ka saath hamara pal do pal ke yarane hai	0	0
kyu na is dil pe kurban jaye sah liye jisne gam bhi khushi se 	0	0
sagar me zindgi ko utare chale gaye, ham	0	0
chahane valo ke aaj duniya me, chahane vale aa gae	0	0
jhum, jhum, jhum	0	0
